transaction_frequency,transaction_regularity,loan_amount,monthly_income,existing_loans,repayment_history,payment_consistency,default
43,0.42356962240385576,3162,104,1,0.49897111691376594,0.16059369504330856,1
33,0.45434034634912274,2436,1719,1,0.3182620413857259,0.5373404968431812,1
46,0.43050678350097815,9979,1943,1,0.894265118256414,0.19195543899572576,1
30,0.8457091314967273,672,460,0,0.6449029052923559,0.7192344190441468,0
39,0.545087681416711,7621,558,0,0.2882515771673685,0.27155045517748566,0
29,0.34048987359437743,6271,347,2,0.2987828710542516,0.31621512256333006,1
28,0.9783718410985678,7197,1689,1,0.8912000730636024,0.8449708536401014,1
17,0.9186501194743979,2190,1796,2,0.013634023905821469,0.47632235220690433,1
11,0.949426598236649,6666,1045,0,0.3227265727266384,0.6697544512182478,1
40,0.9964354758525047,4724,521,0,0.554356681216369,0.40237305072246765,0
49,0.4217266744536411,1733,1861,2,0.14821746209932463,0.2980068571937554,1
24,0.5773694132318611,1617,114,1,0.0920987541995898,0.6254780604246614,1
5,0.830766932992864,3748,835,1,0.81527633109056,0.15485757407882128,1
12,0.7872144326376544,1637,1696,1,0.8944043886485072,0.372999835566863,1
20,0.40772713443789854,3237,1245,1,0.8236064207981895,0.20903703738592228,1
18,0.8710831874934324,7085,376,2,0.8987878897373477,0.6957949669407455,1
16,0.45710840028566246,197,1681,2,0.5531119710583715,0.9442088383461076,0
27,0.4566723303758361,3850,552,0,0.8122581209903419,0.9955109680158664,0
19,0.6758820960253895,8635,1513,1,0.3840426383911004,0.45027681044159074,0
32,0.7150579543891922,8274,1417,1,0.6662678614790385,0.2525303896364445,1
38,0.7060603454864678,8203,1697,1,0.9888355313891645,0.44282937038432413,1
6,0.3640407861784284,5513,697,2,0.22572772383912743,0.8472694099627238,1
36,0.9142226038412662,4766,545,1,0.3898997462910806,0.20600567855203988,1
27,0.48592002981209426,710,309,2,0.4800473773100856,0.9520956516529238,1
26,0.3906604448979629,1827,1713,1,0.13801548702005173,0.341865768798151,0
29,0.9221236559082839,1954,813,1,0.08103861046505678,0.9858036594503049,0
26,0.9689560487608273,5155,401,0,0.8297228663216244,0.8386088875339622,0
26,0.9034893320858153,2424,1346,1,0.9767943728275862,0.8085705341473903,0
46,0.8666612523074146,9469,1857,1,0.40472506382965867,0.3179046737732836,1
10,0.7586693864473152,9383,102,0,0.08764983619465327,0.008777211947929464,1
19,0.6856001594263974,5874,1089,2,0.06581176069057648,0.3821329088259878,1
47,0.3608907319379871,6619,1641,2,0.8913182063602987,0.30180936966269367,1
41,0.5859172491494891,1849,1216,1,0.46381424972767993,0.03739699040879729,1
37,0.5608819619086198,881,619,2,0.3200273165623919,0.5053652565059297,1
12,0.4818276486322283,7648,1551,1,0.4764612712393995,0.4030313112827366,0
48,0.8063940795820095,6923,592,0,0.31830409469234733,0.6345564677415247,1
48,0.6471130145551396,2205,1358,0,0.48903577530762,0.6211863221940832,0
9,0.3567323511353535,3967,719,1,0.8595563969179368,0.12074663589668011,1
43,0.4541282413648679,7293,1284,0,0.5923013710620957,0.9769655461266226,0
8,0.7782811345617171,5076,1844,0,0.6946537728101754,0.18693142944144692,0
10,0.3532916016432101,2213,1875,1,0.3646706762343366,0.44527402476470457,0
49,0.8958448398341381,5979,430,1,0.7385058785105187,0.4881175434337349,1
36,0.6466025689097821,4070,432,0,0.6666170848793723,0.8130627972141201,0
34,0.6364106041286536,9359,149,2,0.11956199775205645,0.09922959609464677,1
39,0.7146854492616623,7364,1646,2,0.5726428531155846,0.42864427920853176,1
44,0.8772766761476043,1677,962,1,0.256743496309758,0.6285021702362039,1
20,0.5434664455315351,9303,1791,1,0.8040956696335928,0.21515562162405555,1
17,0.7746113067913445,2374,1615,2,0.42593770846693946,0.6274678987660728,1
46,0.6960123747970537,4969,1705,0,0.9946841651964872,0.9236648375496527,0
34,0.4869197891185949,6844,1804,2,0.09250043793896379,0.997518131172675,1
23,0.9150409904486105,2526,371,2,0.7803478627401585,0.032451076790675715,1
21,0.8581982151248497,5646,679,2,0.6737017335421565,0.2355882282446775,1
23,0.7609162842608979,6952,1990,2,0.7674988305907054,0.31030711579169745,1
32,0.8954072103659694,2651,1375,1,0.30752979549045634,0.3991261004449661,0
30,0.9071059406718616,6511,659,1,0.4920544893824006,0.2422571575847674,1
41,0.7958540837005244,107,795,0,0.7965085197237084,0.20348799455531252,0
30,0.8859093298545704,8187,1955,0,0.232541331620855,0.9545538424175,0
27,0.7882300231684984,2655,1822,0,0.22603319678865208,0.9185216027705179,0
13,0.7760985402322103,575,1213,0,0.5510509532949324,0.04699250100311747,0
16,0.733027964750629,5516,545,2,0.5235635795298558,0.33881302160484816,1
5,0.8269016476903488,8776,1116,1,0.28226247041293284,0.40514855367840663,1
5,0.4110235737051516,7339,1455,1,0.29807565052482277,0.23901453466594336,1
38,0.91660953143925,6810,1262,0,0.2778451632065655,0.6288728969881755,0
36,0.9102904694216623,5100,456,0,0.7715120619984877,0.640380746644241,0
29,0.3204730981241914,4754,1724,2,0.6519008655624606,0.8505042283285971,1
44,0.8780717253953338,8178,373,2,0.8324171834102527,0.7408692683852178,1
49,0.3902089072314116,6163,1142,0,0.9754730283140218,0.5425733269659556,0
5,0.5345831979813993,2385,410,1,0.4741642962719864,0.6535867700444199,1
20,0.8204557794041254,5323,969,1,0.06669388140544885,0.2739887815430181,1
43,0.4125319272338157,7071,985,1,0.04809231041203543,0.5930561899673576,1
9,0.8725769168833435,3625,253,0,0.29566503927161913,0.48922725474991924,1
26,0.8824939245704193,2922,1513,1,0.9325445893524509,0.1333444673163704,1
33,0.6552274136325853,5043,1383,2,0.5232130549708749,0.24254427658297073,1
7,0.3044701102017835,6630,719,2,0.27178651608012916,0.29169345072158603,1
16,0.500926693222439,358,982,0,0.39916679451101955,0.924309567052558,0
30,0.7318488428630194,382,896,2,0.5985951074046708,0.23038663938588944,1
20,0.9868303246191963,1998,1694,0,0.6529496581378422,0.28924390281966816,0
41,0.7422694689116678,4235,224,1,0.15391950978290503,0.3693541300894323,1
26,0.4818625067449118,6729,1477,1,0.977031676545176,0.663742738625387,0
33,0.7438039921697279,3300,1396,1,0.5447722269827888,0.11823839247214052,1
18,0.6779897658010988,5210,718,2,0.1356883177922793,0.9539452124937761,1
32,0.8458917766058005,7267,1934,0,0.8936352533461337,0.8655712200947645,0
9,0.3748864471788709,712,344,1,0.0746384310794288,0.5772160730089502,1
34,0.8327195317514196,787,947,0,0.9077354331775127,0.6740378674249567,0
9,0.6788866050732771,3790,549,1,0.9965656562889824,0.01666047124421599,1
16,0.9740944027012961,8904,1029,2,0.7004317991565039,0.3389447753484487,1
20,0.5393105162270803,2407,1370,2,0.7704472210739898,0.795660230661442,1
30,0.7428353251937636,7233,619,0,0.3373028364674864,0.07748297379238589,1
30,0.9524196738570121,6609,1264,2,0.9415768527339338,0.2823138342107202,1
25,0.37175680959347546,6006,461,2,0.5297139661083676,0.5852968283343113,1
43,0.9560599410655157,2691,107,0,0.7323884465975549,0.2564130276989418,0
40,0.7815200056105693,7283,577,1,0.9241077159112795,0.9339779741445192,0
37,0.3474859413736203,5348,1475,2,0.9751799759755083,0.13105863080429037,1
34,0.5106744968627713,8866,594,0,0.8332043565966744,0.7973943579077786,0
41,0.7957204620516971,5208,1729,2,0.30301750698203,0.5079486919064082,1
27,0.34714542102814017,3704,932,2,0.9665475165520824,0.750330775819956,1
14,0.7075193221233913,769,1550,2,0.6281195312435718,0.31071532831144744,1
9,0.5421181398670697,4464,1162,2,0.9306424763519598,0.5144896023120388,1
40,0.7346408624372339,7429,692,0,0.6761050258143518,0.8568353497231763,0
38,0.332019423668759,1383,286,0,0.3072389618477205,0.4668780991231044,0
35,0.9100757643066633,1023,1719,0,0.37002452414281595,0.3597198619102696,0
14,0.9814422784241779,1225,1723,2,0.5504717771029405,0.5361553862527361,1
23,0.9782144986999839,1629,853,2,0.790014841559882,0.7173627530363669,1
36,0.8247562822200472,9886,1977,2,0.31798255134033493,0.44356334549850274,1
5,0.39106036809144235,8538,192,0,0.5797311661341921,0.938876975142273,0
9,0.8307842371503158,3811,185,2,0.34562499357640153,0.29494582404234204,1
49,0.317210841521161,8104,1167,1,0.8157694046351072,0.4754636061691204,1
8,0.31548648607029806,9852,236,2,0.46672809376795044,0.7569276593414415,1
20,0.5265271534046788,6374,520,1,0.07672282685288523,0.6891210904957582,1
28,0.642050233283266,3964,173,2,0.16605252148153637,0.8636410524171562,1
20,0.8392851924654552,7933,1671,0,0.06110466761963229,0.9968091806811089,0
6,0.7783067636245535,6888,1736,2,0.49930294601432523,0.42685832879508956,1
32,0.6121318944637237,326,1635,1,0.10633729734822717,0.11115087978331184,0
36,0.4915386663971661,364,1279,1,0.1141399693096321,0.030415880807967977,1
31,0.9979871501103978,9687,1378,2,0.941048260038377,0.7268769061397716,0
24,0.598326911565181,745,270,1,0.8726550721760554,0.8740136713087157,1
28,0.6159709170307728,7644,1851,1,0.452086596811366,0.22071258594441867,1
16,0.4145366748341684,5669,269,0,0.9858053208502058,0.15844803718990597,0
39,0.8563666841249504,3090,1887,2,0.0001865281706631139,0.06220509152569098,1
37,0.785577558047042,2604,971,2,0.6139794562733938,0.8227029217172064,1
37,0.45453872895213226,9446,421,2,0.6164281773718701,0.31138193989258434,1
47,0.3576667319310899,687,1690,1,0.4574430558698882,0.4016968927597765,0
41,0.7763495114522991,9277,555,2,0.39694797293429285,0.5027501916096123,1
16,0.7581578499967947,4179,1043,2,0.4553831354806076,0.8394532342095508,1
7,0.49128166889874647,3448,1726,0,0.4149604360796805,0.6508332215614849,0
5,0.9656044935752872,6399,889,0,0.7304924774822994,0.6150646298578113,0
37,0.40574052424663015,3931,712,0,0.13535543497328406,0.1756720999559107,0
44,0.6026343607298212,9533,1278,1,0.19763922059113015,0.5131898917098298,1
14,0.9605311441173192,8481,988,2,0.1805182283924236,0.7153810171786552,1
47,0.5938091218482856,9272,448,0,0.26247058512126453,0.9732608830304917,0
48,0.7469681633648598,9990,1574,0,0.5252584187815833,0.20140630921335223,0
33,0.578316078573956,1815,1999,0,0.11120874733821873,0.009543353067226645,0
17,0.491950641644069,6550,1776,2,0.8681692953265041,0.07530143359846975,1
16,0.9887843535718797,5533,1296,2,0.2973615313084723,0.37585246518197923,1
35,0.5865338044205302,1198,109,2,0.16253798746870785,0.8205446477459871,1
6,0.9258694425753939,7196,839,1,0.6756213095982433,0.0071420817682450455,1
39,0.4609682241237603,2426,1388,1,0.03808630059931928,0.4567305928858403,1
27,0.4491732928175583,9187,1561,0,0.6199685648741642,0.32923061534139453,0
21,0.32179385801915794,6516,1883,2,0.6981984306764998,0.052481710099727574,1
30,0.7561667777631195,7080,1370,0,0.21491653138671918,0.4502362866726173,0
12,0.5579684406066328,6863,766,2,0.04196407344363429,0.25474870733671884,1
33,0.9050507748877459,1774,645,2,0.3636453589194496,0.35188483434700646,1
30,0.63124693468409,8050,1622,2,0.09859423024193648,0.705615304784293,1
14,0.9777353995403051,9222,228,1,0.11647784967333707,0.5215509839109671,1
30,0.42986786099218477,9015,1795,1,0.25426123144486457,0.12464742899281334,1
38,0.9080362175689276,6149,700,2,0.2954679246267593,0.961414540423639,1
45,0.8436177969542191,1189,704,0,0.5299703410214206,0.6359107657097384,0
11,0.8396452912508363,4678,426,2,0.6783918855030131,0.7658684256625315,1
8,0.8913482596818214,9227,1876,2,0.5927709408701848,0.07921315000837081,1
49,0.8327167936600992,255,1958,0,0.1483603372895168,0.047058379460018895,0
15,0.7383542251419908,9362,1079,2,0.17208603245262644,0.01944805036808117,1
33,0.39187141437767126,2058,503,0,0.8787692497929145,0.18879402777344445,0
40,0.3227683256438763,6444,728,1,0.5583523150641136,0.41440839771849514,1
29,0.9445934934709808,5879,1729,1,0.869937832897689,0.9358261334028228,1
25,0.7316552201645166,6244,1798,0,0.3715465113198744,0.4570596592657763,0
40,0.8575761036833234,5163,1734,1,0.6144000074313238,0.2902551053725294,1
14,0.637065646058785,3930,1748,1,0.5236634160546108,0.5619352535196633,1
41,0.3821157322736761,9146,1482,0,0.31912348982046257,0.11193457813478924,0
13,0.3876300545417853,8931,1726,1,0.46991537203359535,0.6095058910049832,1
28,0.7798957010602798,9894,1981,2,0.502490876826932,0.5684319543305033,1
39,0.6012141264296238,6759,817,2,0.2007709747566786,0.7919930334057097,1
39,0.44036730869023566,541,1140,0,0.3150103723767316,0.9866876116170241,0
40,0.6441161827190058,6140,373,1,0.7914097505069756,0.2508734717161105,1
22,0.34494625595259387,6025,784,2,0.9157882394541271,0.5096564508037607,1
43,0.7073799813400792,7458,215,2,0.35979409354529945,0.9088654063190036,1
36,0.4882953831045683,4728,960,1,0.3069722822090182,0.7851898844228413,1
28,0.8582913704460318,6470,792,1,0.19519716457188252,0.48740630310080757,1
27,0.5172533712465016,9628,1214,2,0.6784911686505812,0.9453716496147778,1
36,0.6186541043572609,1048,1205,2,0.3230997016663373,0.05723669351680938,1
41,0.30813437793567044,8279,423,0,0.9877495390991885,0.930998619712584,0
16,0.3507128214561912,6215,1060,0,0.3256848020639532,0.05050739238280655,1
17,0.5747454894846793,559,213,2,0.39413604678262815,0.5473047441146843,1
27,0.6359571843019864,7668,1892,0,0.6033341962120348,0.8904409480010858,0
29,0.7200143836835126,4746,1181,2,0.801684293191305,0.2627209435613028,1
39,0.5041638050965123,492,253,2,0.4695186653456337,0.4722484989451585,1
45,0.7864873202885798,1887,1527,0,0.42265603378895833,0.3243288791369666,1
34,0.9020856780324431,7474,1751,0,0.9956378335948083,0.9521439170763514,0
21,0.8458956922253449,1238,1978,1,0.010493641139944443,0.8236455947530908,0
24,0.32773317774384997,4841,1389,1,0.8950652888512458,0.7090015113263796,1
29,0.6363548630804803,7518,414,1,0.14914082593973743,0.5876269866151087,1
26,0.37345112489272236,6462,1838,2,0.7859252762089134,0.8205917893241481,1
17,0.46943151110376924,2554,1164,0,0.617931559846298,0.3922670415235471,0
23,0.9906638152870024,9758,204,2,0.34184728549809207,0.4475518551060619,1
40,0.39974688003105924,3774,1316,0,0.8738749555210183,0.7300017210808615,0
16,0.6492217074159492,1477,1524,2,0.012907227980991975,0.35775476329371425,1
45,0.7327090140226833,6801,1401,1,0.22669065207492367,0.06390094204837382,1
23,0.7917254793808728,2697,453,1,0.566892796249536,0.07433460888607146,1
16,0.6917540784408398,241,1115,1,0.351542260049698,0.11536280130570387,0
13,0.3068395931934286,2759,1872,2,0.6103774953183276,0.8696813233436628,1
11,0.5285229157707942,4696,832,0,0.024110193408666825,0.4722264257562043,0
32,0.6623981503692979,9131,1703,0,0.11645893048171252,0.7128823693447365,0
18,0.3615065494013833,5761,808,1,0.12709624021843924,0.3929093356048933,1
35,0.5454388518464265,6242,1379,1,0.18928364591600944,0.2587109474156345,1
23,0.32324217615395656,5726,750,1,0.4593314408005428,0.34719216756221194,1
20,0.3550049480085145,8887,923,1,0.7521286995435712,0.7941823453171836,0
9,0.5778462933411173,8572,1046,0,0.9055388379289011,0.6252161250314382,0
39,0.39290102783014225,523,760,2,0.8353725302842461,0.937639779957902,1
16,0.6972785937830906,7099,198,2,0.19688787177568357,0.679704778576834,1
29,0.782625478396086,4349,687,2,0.4411505522306324,0.5701816317546939,1
25,0.8604106893763579,1850,381,2,0.199411597758535,0.6101960089858345,1
40,0.44010517097136703,4857,502,1,0.2644718166671908,0.9423714394684146,1
27,0.4172378075813488,2067,1232,1,0.5035469815118861,0.7882009298667061,0
20,0.37319748823408017,4188,799,1,0.06810902472352254,0.024041237366437818,1
43,0.7455011746805457,4278,298,2,0.2181743295932732,0.5341396961356972,1
49,0.7945330085408308,7889,1426,1,0.9353781613071173,0.6883384115465648,0
46,0.32211030137794944,3046,426,1,0.466116292658489,0.748698478439155,0
43,0.9553485723705828,9741,253,0,0.4453865259778722,0.21314211931393667,0
18,0.3363798985560307,5494,651,0,0.014567154751278899,0.8671773544513522,1
35,0.6789074347107493,7980,1768,1,0.24739974705834578,0.9558431471751637,1
9,0.7963423636156415,5175,504,0,0.8662924359821813,0.23671530584486977,0
39,0.90967838662226,7330,561,0,0.16462842825866875,0.8826154575172458,0
27,0.7998608524926993,1631,231,1,0.41512493953472107,0.09697876251609538,1
33,0.8612096581488542,3090,890,1,0.014330905867001253,0.055706836115245184,1
47,0.5376151347799643,7255,973,1,0.47833548167055584,0.12922380010274936,1
15,0.8703775796225586,4593,183,1,0.021021106726217154,0.057741079467035994,1
22,0.3560803924692726,9435,1522,2,0.8196095530657999,0.8450122371557759,1
16,0.9263716592423692,1033,853,2,0.8248537674871036,0.05905014445827195,1
13,0.6833146633076153,1560,727,1,0.7877421883023699,0.2716641913636555,1
14,0.8721084389737455,2823,1232,0,0.2833640688911182,0.10375634353585639,1
48,0.61662279916281,385,320,1,0.8372372182218181,0.29542203631376496,0
21,0.7505043866375674,364,652,1,0.5429981326052693,0.09055946760092048,0
42,0.6684818626552792,6916,1491,0,0.37380810886700244,0.668003250743014,0
11,0.8121126652287323,1862,1270,2,0.625329959704233,0.13332681634257515,1
17,0.3571409874214127,140,211,1,0.012341046060374006,0.8518459258388879,0
44,0.34224645879339466,5927,714,1,0.14296087760075216,0.817191050726641,1
46,0.4729722638071025,8359,1681,2,0.7422935381702628,0.01366168547060942,1
13,0.41168127607923183,1087,1023,2,0.244161608716153,0.8957263555151146,1
31,0.9102484966145412,7904,1617,0,0.5980091173287496,0.02894431674336706,0
6,0.453449791150631,7889,1628,2,0.38510260282302966,0.23964578495755662,1
9,0.9831056790733919,5817,574,2,0.8548057787992615,0.03238913777599506,1
33,0.5358270542397747,3298,935,2,0.9524153059966436,0.335843487039316,1
41,0.4274825409820895,5474,370,0,0.8835647283701904,0.5138665257132716,0
42,0.8527889549997354,4890,520,2,0.27061999469359665,0.7966448690151381,1
23,0.7610954428506133,7283,806,2,0.19416286904608226,0.33798155046983613,1
12,0.6487370015171973,2624,1490,0,0.474434893620735,0.7054900246731167,0
49,0.6887544856563419,9377,1403,2,0.007334150836180275,0.18750445711898034,1
5,0.8034412447905845,2579,1406,2,0.025809392863181735,0.7505984567441264,1
26,0.4599183189319091,9985,139,0,0.5532906396230001,0.23599660590923754,1
21,0.9974337412397194,5254,288,1,0.520449404165286,0.14354475594376792,1
11,0.9823552135027482,878,1287,0,0.99458198903526,0.1854088503740543,0
29,0.7552279804428558,9877,1093,2,0.2018418353637581,0.18206312888185539,1
49,0.43967971565040154,1592,1659,2,0.2581039291604684,0.5128628793769912,1
8,0.7761597697019038,760,635,2,0.11354064232628669,0.8447975811881461,1
40,0.35053888628542307,1448,1127,0,0.9175430096537447,0.07960507699250563,0
10,0.3214567515440642,9591,1958,2,0.7778112444584507,0.7069563184934227,1
35,0.48037802195784957,7951,389,2,0.8223391114568475,0.6543464596528576,1
23,0.6238360697175214,7256,532,0,0.9027637879645087,0.8725199518293624,0
48,0.9077907537858663,2144,570,1,0.5248999867258383,0.24414756050690722,1
43,0.8090183488364155,7468,1304,1,0.4511931914507237,0.4501098586850296,1
31,0.8198945648399867,3616,1371,2,0.3303914736656165,0.9258273744435174,1
14,0.5978453341136527,9350,727,0,0.5892146143478555,0.6599934501353172,0
30,0.542154494782874,9268,378,2,0.4542783967898225,0.3887684128615969,1
23,0.5597271340892218,4677,976,0,0.4515655866055751,0.13141238285526846,0
43,0.9913546946152405,827,680,0,0.9369278637311389,0.26248500790059104,0
7,0.3280764339887377,7568,962,1,0.9840315142791302,0.5812154774893833,1
49,0.906922047285714,442,353,1,0.7964843893295808,0.7181679475605137,0
17,0.7050727860006754,1547,280,0,0.7567580902469283,0.12442188685189348,1
32,0.6070307934327133,6681,1953,2,0.6805581617791014,0.599597260044054,1
24,0.8076803622905955,6417,780,1,0.1660748523335137,0.550351278838751,1
32,0.640668258997292,626,924,2,0.059105820875654524,0.513955446690708,1
12,0.9113962666571624,6848,1632,1,0.6907263151132631,0.690123117682008,1
45,0.9304913048078809,505,1884,1,0.728786222256576,0.8374495950834618,0
43,0.5952046488114188,8086,799,2,0.046972991098139794,0.3229896831768684,1
5,0.49377945806453605,9865,665,1,0.9280517502288481,0.8890121901109594,1
7,0.7146452300153535,3840,1449,1,0.09114063944467754,0.1606336126185507,1
17,0.9386543419316837,1946,1480,2,0.2859005337712024,0.17302386975116435,1
32,0.44746353230396657,1578,1948,1,0.6723898127987045,0.2667720636239239,0
29,0.7360766084944379,871,1773,1,0.16987259440447633,0.11953086954707781,1
37,0.7420921540647644,5625,779,1,0.05541588844224443,0.23031922468287758,1
42,0.8131791156906967,8870,490,2,0.3311464891641498,0.1064117629028446,1
10,0.39209737958908186,293,1738,0,0.7659715748551791,0.8217524169853904,0
48,0.8010774752774619,2107,1208,2,0.41367867898526034,0.1389689918866246,1
49,0.9363227644659486,1285,1440,0,0.6529729219079393,0.7472975575598568,0
36,0.42577817620916936,2494,311,1,0.5796190972281366,0.04791386791333374,1
49,0.4662803274467143,9402,1638,0,0.02221848202558041,0.9485203275139151,1
25,0.9799765658291477,4105,483,2,0.9885399870457067,0.7111600875277662,0
20,0.42668386689664284,7529,1814,2,0.041428088819387754,0.006796548586111784,1
25,0.8980695653587054,2361,441,1,0.967802737648485,0.763856500200214,1
15,0.6445944995136244,3836,1938,0,0.5498641783643982,0.5140819207661853,0
41,0.4730617520822239,6816,943,1,0.9631590270650665,0.7793651703351198,1
40,0.909524930890758,4975,1161,1,0.11475359941383545,0.5224968088905885,0
39,0.6117136785018658,9021,1634,2,0.4904085191855132,0.6410248576353547,1
23,0.6603721477507831,4478,519,0,0.16950409186605864,0.7863316553950405,1
24,0.551463358579836,7915,850,0,0.05097487702244241,0.4051080545878567,1
22,0.7150655960044492,3551,1292,0,0.6175291150623116,0.002708149820452088,0
45,0.4144667108095159,7716,1466,0,0.20778342096169145,0.8499464959451885,0
18,0.5737570756562325,9936,1949,1,0.587697018287546,0.3808903626246626,1
19,0.9785886256347012,2900,405,1,0.11236448194898563,0.49604272601658306,1
35,0.48069340289078927,8433,1665,2,0.33198647143270277,0.007766642153968717,1
5,0.7597156651789045,5510,801,1,0.7816325580532472,0.492092010350098,1
7,0.5276330449572864,1555,968,1,0.43705152184218765,0.9864874015717295,1
20,0.8414311879806204,6992,636,2,0.6277454148973364,0.27826766081876964,1
27,0.39161156250284485,5908,1235,2,0.647457940745546,0.3954182702423781,1
15,0.9788747315549813,6896,1534,2,0.8437550439872936,0.6871899964686766,1
16,0.6176526789685475,4896,305,1,0.3249227944066413,0.8147936675236587,1
14,0.46523532434252474,5193,1308,1,0.6872955625825176,0.4173916240061003,1
36,0.35144772313100886,1425,1505,2,0.9616158070461657,0.30966887040129254,0
20,0.41883053356127853,5076,595,2,0.730243334357868,0.9378257999850671,1
12,0.6638417639892124,9505,1502,2,0.48987047671774453,0.6771449666716692,1
42,0.5359022235019004,1259,1170,1,0.6307174444919292,0.11902130449314108,0
16,0.8802183561178265,4750,1863,1,0.7396828977631081,0.06892787813464862,1
28,0.6016212665632641,5087,1674,0,0.6122757656938724,0.48354985079036905,0
32,0.4740999908113409,4797,1651,1,0.016675813489839153,0.22009006604727244,1
12,0.7320014906228209,440,603,1,0.19477349768722585,0.2539847533762535,1
32,0.794744051819812,3928,1145,1,0.810468217215466,0.8776921788278482,0
40,0.4169293355306649,2068,312,2,0.2726506473124847,0.08956602431631067,1
30,0.4173334514018223,803,409,1,0.7315621195611339,0.7153641152288897,1
12,0.3256699988534801,5582,760,2,0.3721202152416987,0.27114225338058806,1
32,0.8154814105459482,6476,852,0,0.5218843281579432,0.7603282214041377,0
32,0.7646631693352635,1900,371,0,0.0679732998194037,0.7224113844635446,0
41,0.6322416130248697,5563,1694,2,0.18122556104970955,0.007391901444293025,1
45,0.890919314278438,5012,1922,2,0.9571969635192346,0.5091354129215991,1
40,0.8639691070650373,4748,1037,2,0.890138053446914,0.13931948237804637,1
31,0.7097480550777264,955,1325,1,0.6522751108990502,0.8662270305786768,0
21,0.907789896359281,2966,131,0,0.4596445973857374,0.8715858828624066,0
13,0.44408884702573775,282,542,2,0.6757612928952238,0.41834580749375805,1
37,0.3783437335784095,3212,261,1,0.618610289093939,0.44439561845108055,1
24,0.4888247280618927,5770,866,0,0.5685522556046121,0.3032829394045271,1
17,0.3399607992625204,4592,353,1,0.05917707186354182,0.716606298960031,1
32,0.6718186696007225,5923,620,0,0.6328026106615069,0.3586613630264591,0
33,0.9556239846064729,1617,1076,1,0.7689200445711684,0.26779247452263377,1
17,0.32754047846795675,5102,1774,0,0.9940816546455755,0.43223105950450824,0
39,0.38547693980701875,1456,1603,0,0.011078552594309676,0.09148751838745872,0
10,0.6165393197984046,3729,109,1,0.7301734533106766,0.7466032046442038,1
22,0.9537125122695334,3728,825,2,0.5717893159359805,0.012596401271786961,1
9,0.5213092734837254,8310,604,0,0.4340521760809567,0.6444850615205939,0
29,0.6550643660818747,6232,884,2,0.12757017457137088,0.18286452675487241,1
6,0.3291010013352745,9424,1959,1,0.4090851486348762,0.23240404621441313,1
14,0.4038402406734622,6688,1683,2,0.3543771829861353,0.6356319986400399,1
34,0.9906410860711927,3411,535,2,0.3028298889787422,0.9929434657829072,1
49,0.9755830875052318,6148,1234,2,0.7308796233222077,0.7777174890725507,1
9,0.30345798665408674,6346,252,2,0.7007255212842638,0.22583963222339198,1
37,0.9662682497962671,1087,1758,2,0.5890200909809116,0.1760247550411338,1
5,0.7473839564708502,3421,1016,0,0.9386648132933723,0.8662328702676704,0
22,0.9075428061640154,4715,968,0,0.34985438418085446,0.4441839479215043,1
36,0.6183178989437013,8465,1225,0,0.24380193771017955,0.13705280282815546,1
15,0.6609172200054751,3841,852,1,0.6559033130983996,0.8622114233219381,0
25,0.6421926061798441,3152,1956,2,0.19881406093740295,0.8160923529142614,1
30,0.766804980282273,6674,1314,0,0.3150105071834246,0.9839063638971636,0
29,0.397755878329419,826,1852,1,0.22460244007488483,0.9097436867126839,0
26,0.32098151291087457,3860,662,0,0.06915356771850123,0.8517903386605417,0
31,0.5155509591138336,5906,1927,0,0.8274987416356734,0.05257439781100315,0
17,0.7932765339156527,1975,1204,2,0.2545405429216612,0.10441536949811803,1
37,0.4412974164860638,7093,588,1,0.4730275033430207,0.5689831943041228,1
38,0.7714027033274421,4133,994,2,0.04331527325431195,0.5314792462818209,1
45,0.9789384322750894,5543,1211,2,0.6993394662526431,0.4579632144895355,1
39,0.36573050105259286,1089,1317,0,0.3305610023062908,0.3967893254145842,0
5,0.7708214827575883,3844,203,2,0.74473672782921,0.4312104848643289,1
25,0.6106251535131998,8711,1906,1,0.4124030604678661,0.5692979341347952,1
10,0.9076995780642536,693,1219,2,0.19575560640562462,0.002076517600081207,1
32,0.4240048526131701,1874,1546,2,0.5131750822820359,0.2607087741328522,1
21,0.7848381665583151,1035,1321,2,0.1305045596374398,0.5182797206887111,1
9,0.8866807027536772,3908,1124,0,0.44053915987299475,0.7222160986736462,0
35,0.9612299536318163,431,1106,1,0.31730547742048654,0.17415669239539633,0
9,0.778273619802752,8022,506,0,0.9119595841996332,0.546881173787433,0
42,0.6480223348058991,2802,1501,0,0.06092872172071995,0.7144596838857817,0
7,0.7324930681408497,5989,266,0,0.694017414105742,0.4446276579139047,0
27,0.9082334891351027,5154,608,0,0.1827511659874359,0.02708113367005105,0
41,0.6994268226471807,3968,1761,0,0.31904507433223983,0.4492681584656367,1
41,0.3212709417877858,4300,412,1,0.41551406306206595,0.2964448877441531,1
14,0.9516640868548845,301,1716,2,0.9080150893749742,0.9296496077013283,1
14,0.7826687257220928,2597,1541,0,0.24257826607382516,0.12461338567832736,1
23,0.7735593700440725,1942,862,0,0.09130880254467022,0.6524759555072321,0
21,0.450972606678402,9201,780,1,0.3186896039905236,0.05271976633450115,1
25,0.76121982916286,4758,576,1,0.10467597053553335,0.4461704378126965,1
